grid,color1_h,color1_s,color1_v,color2_h,color2_s,color2_v,color3_h,color3_s,color3_v,color4_h,color4_s,color4_v,repeated_colour
"Grid8(7,21)",35,39,46,35,94,2,37,75,5,336,27,5,Orange
"Grid8(8,21)",21,15,89,43,75,6,22,38,2,89,34,1,Orange
"Grid8(9,21)",24,98,55,22,82,55,21,27,34,88,54,95,Orange
"Grid8(10,21)",16,7,92,30,59,48,20,27,87,320,32,71,Orange
"Grid8(11,21)",26,88,53,21,33,78,37,55,37,64,69,97,Orange
"Grid8(12,21)",37,44,23,32,70,34,19,16,85,83,14,34,Orange
"Grid8(13,21)",25,44,64,24,39,21,17,49,30,70,27,31,Orange
"Grid8(14,21)",35,43,18,19,55,67,30,32,74,159,25,24,Orange
"Grid8(15,21)",32,62,16,20,57,86,25,19,55,201,44,3,Orange
"Grid8(16,21)",20,56,70,24,51,72,16,72,97,279,79,42,Orange
"Grid8(17,21)",40,28,74,35,46,92,25,73,34,216,97,72,Orange
"Grid8(18,21)",25,9,60,32,42,34,39,57,93,268,7,99,Orange
"Grid8(19,21)",41,58,6,34,71,7,33,73,37,41,16,6,Orange
"Grid8(20,21)",19,79,84,20,57,81,20,26,12,277,82,88,Orange
"Grid8(21,21)",44,60,30,35,43,45,27,16,6,18,21,29,Orange
"Grid8(22,21)",41,94,37,38,81,48,31,67,86,243,29,12,Orange
"Grid8(23,21)",28,6,99,19,21,10,21,75,83,342,82,92,Orange
"Grid8(24,21)",40,67,35,36,17,60,15,39,54,306,12,29,Orange
"Grid8(25,21)",34,13,55,38,36,57,36,62,96,197,99,47,Orange
"Grid8(26,21)",20,1,49,42,73,62,16,71,41,101,63,88,Orange
"Grid8(0,22)",40,74,56,40,52,14,18,20,29,47,29,92,Orange
"Grid8(1,22)",28,61,43,18,12,6,24,37,19,240,79,37,Orange
"Grid8(2,22)",26,46,5,31,6,87,35,2,89,320,21,47,Orange
"Grid8(3,22)",15,6,61,44,81,81,19,79,45,279,7,35,Orange
"Grid8(4,22)",42,62,70,43,62,89,21,52,3,263,22,50,Orange
"Grid8(5,22)",36,84,51,15,68,34,16,82,87,269,57,50,Orange
"Grid8(6,22)",25,3,96,17,69,82,31,12,61,104,53,77,Orange
"Grid8(7,22)",41,13,17,30,23,6,44,98,22,102,25,61,Orange
"Grid8(8,22)",32,39,45,24,40,38,39,10,87,193,44,50,Orange
"Grid8(9,22)",17,94,38,35,44,35,18,88,98,212,89,96,Orange
"Grid8(10,22)",15,15,19,16,74,77,17,38,64,213,46,94,Orange
"Grid8(11,22)",31,48,29,34,33,64,39,88,10,307,98,96,Orange
"Grid8(12,22)",22,59,61,18,43,46,25,21,22,214,69,54,Orange
"Grid8(13,22)",44,35,43,22,61,88,15,87,57,8,72,50,Orange
"Grid8(14,22)",34,95,27,21,3,37,26,17,49,356,8,16,Orange
"Grid8(15,22)",35,82,93,43,31,88,28,2,0,342,11,54,Orange
"Grid8(16,22)",37,54,82,22,89,36,15,6,13,150,20,95,Orange
"Grid8(17,22)",44,82,32,16,45,94,32,79,14,84,66,54,Orange
"Grid8(18,22)",24,22,69,43,95,53,22,11,8,358,70,52,Orange
"Grid8(19,22)",26,88,15,29,41,99,25,7,31,47,81,19,Orange
"Grid8(20,22)",36,60,62,39,12,30,31,55,60,319,41,79,Orange
"Grid8(21,22)",41,84,64,36,3,19,28,60,71,39,30,91,Orange
"Grid8(22,22)",42,9,81,33,62,7,36,55,91,338,65,37,Orange
"Grid8(23,22)",38,91,10,34,0,24,25,99,16,15,63,71,Orange
"Grid8(24,22)",18,4,96,40,23,51,28,91,18,167,15,48,Orange
"Grid8(25,22)",35,42,69,27,83,48,24,98,93,0,83,73,Orange
"Grid8(26,22)",27,55,56,21,2,89,37,68,84,301,20,89,Orange
"Grid8(0,23)",20,17,94,29,56,29,32,94,20,23,97,63,Orange
"Grid8(1,23)",39,28,82,16,49,66,28,37,92,253,29,45,Orange
"Grid8(2,23)",30,36,25,29,61,47,27,100,69,50,89,65,Orange
"Grid8(3,23)",25,37,78,36,15,55,34,99,55,257,65,81,Orange
"Grid8(4,23)",41,5,90,43,9,17,44,68,26,160,51,60,Orange
"Grid8(5,23)",21,44,80,19,98,44,39,63,36,161,39,89,Orange
"Grid8(6,23)",28,56,68,32,54,85,34,50,3,25,60,78,Orange
"Grid8(7,23)",37,97,81,16,86,63,22,43,84,271,85,57,Orange
"Grid8(8,23)",21,80,28,22,87,45,24,81,16,293,0,35,Orange
"Grid8(9,23)",36,64,20,25,53,2,18,39,49,18,59,12,Orange
"Grid8(10,23)",42,36,57,18,51,70,20,20,21,125,7,85,Orange
"Grid8(11,23)",25,32,44,29,75,8,24,97,77,97,89,73,Orange
"Grid8(12,23)",19,24,84,39,95,7,42,71,43,4,38,0,Orange
"Grid8(13,23)",28,19,49,44,71,83,25,69,36,131,21,50,Orange
"Grid8(14,23)",32,42,93,19,17,70,15,24,48,237,29,85,Orange
"Grid8(15,23)",43,8,99,35,17,73,32,86,16,224,75,29,Orange
"Grid8(16,23)",18,20,49,40,69,91,22,54,1,284,26,69,Orange
"Grid8(17,23)",28,83,20,37,48,43,29,78,36,61,95,71,Orange
"Grid8(18,23)",27,54,45,44,20,59,20,92,83,268,31,88,Orange
"Grid8(19,23)",30,76,65,19,81,36,29,73,34,29,53,76,Orange
"Grid8(20,23)",22,46,89,21,48,63,41,28,95,284,90,49,Orange
"Grid8(21,23)",23,48,81,26,37,82,36,14,6,346,7,96,Orange
"Grid8(22,23)",38,57,76,29,25,73,20,65,60,173,68,21,Orange
"Grid8(23,23)",34,59,90,44,66,0,43,19,11,264,7,33,Orange
"Grid8(24,23)",18,93,48,27,46,78,38,36,85,29,13,14,Orange
"Grid8(25,23)",25,82,61,35,82,25,28,34,16,129,3,41,Orange
"Grid8(26,23)",30,62,64,39,71,16,26,75,48,187,89,89,Orange
"Grid8(0,24)",37,7,69,40,15,39,23,96,94,339,15,43,Orange
"Grid8(1,24)",41,22,27,33,100,15,15,35,96,179,2,64,Orange
"Grid8(2,24)",20,53,89,21,78,87,32,53,86,267,10,91,Orange
"Grid8(3,24)",39,66,49,24,9,55,19,84,51,173,2,19,Orange
"Grid8(4,24)",24,30,0,21,54,15,17,19,55,356,95,56,Orange
"Grid8(5,24)",27,6,17,28,92,66,42,89,82,122,72,23,Orange
"Grid8(6,24)",39,15,94,37,15,31,23,38,21,351,89,9,Orange
"Grid8(7,24)",43,16,48,40,80,76,43,47,34,155,14,95,Orange
"Grid8(8,24)",24,39,37,33,44,48,26,18,99,191,12,74,Orange
"Grid8(9,24)",39,7,41,29,51,71,31,48,17,58,93,23,Orange
"Grid8(10,24)",30,62,7,21,29,19,17,91,39,107,77,25,Orange
"Grid8(11,24)",25,65,6,28,86,39,44,99,27,288,8,71,Orange
"Grid8(12,24)",35,12,72,19,91,80,33,85,100,237,16,64,Orange
"Grid8(13,24)",18,70,28,41,11,36,34,22,87,35,68,1,Orange
"Grid8(14,24)",28,1,88,41,47,72,16,54,28,227,44,52,Orange
"Grid8(15,24)",24,82,54,21,57,48,32,32,86,289,27,11,Orange
"Grid8(16,24)",42,79,60,24,9,97,16,29,56,325,68,55,Orange
"Grid8(17,24)",23,9,87,35,91,43,26,42,75,228,74,29,Orange
"Grid8(18,24)",36,70,46,20,72,90,39,37,64,159,91,43,Orange
"Grid8(19,24)",34,79,94,31,73,57,27,26,12,8,93,11,Orange
"Grid8(20,24)",22,5,36,37,80,42,37,87,80,318,37,49,Orange
"Grid8(21,24)",26,91,41,44,37,14,15,53,32,203,95,21,Orange
"Grid8(22,24)",44,59,70,31,89,51,25,3,22,161,77,10,Orange
"Grid8(23,24)",20,8,91,24,64,7,34,10,61,252,64,96,Orange
"Grid8(24,24)",15,1,76,26,27,3,19,11,93,192,87,78,Orange
"Grid8(25,24)",16,56,60,41,55,9,44,96,46,94,85,98,Orange
"Grid8(26,24)",43,40,39,39,9,85,19,59,55,94,50,41,Orange
"Grid8(0,25)",26,91,74,24,7,3,29,24,14,354,64,96,Orange
"Grid8(1,25)",21,79,29,24,42,36,33,33,19,287,27,57,Orange
"Grid8(2,25)",24,75,57,37,60,12,31,78,72,133,51,19,Orange
"Grid8(3,25)",40,48,36,30,15,78,21,9,42,216,90,95,Orange
"Grid8(4,25)",24,79,90,32,72,71,18,62,84,188,77,37,Orange
"Grid8(5,25)",25,41,15,18,27,56,42,100,20,271,8,70,Orange
"Grid8(6,25)",42,59,54,26,99,44,39,61,86,328,0,43,Orange
"Grid8(7,25)",37,85,57,20,46,78,16,44,1,133,0,32,Orange
"Grid8(8,25)",43,55,18,36,48,91,28,64,55,98,60,11,Orange
"Grid8(9,25)",38,23,26,34,37,80,30,37,59,214,97,60,Orange
"Grid8(10,25)",42,86,74,20,17,4,40,95,39,284,40,36,Orange
"Grid8(11,25)",17,91,80,25,81,43,41,15,17,191,18,85,Orange
"Grid8(12,25)",43,70,51,26,26,68,35,28,75,65,45,66,Orange
"Grid8(13,25)",25,43,13,30,43,25,41,22,15,268,57,77,Orange
"Grid8(14,25)",29,12,15,23,74,58,29,16,36,220,26,25,Orange
"Grid8(15,25)",27,20,50,25,44,24,39,14,82,32,64,74,Orange
"Grid8(16,25)",42,86,73,16,15,0,20,11,47,326,36,34,Orange
"Grid8(17,25)",34,49,75,19,59,68,23,67,78,336,91,3,Orange
"Grid8(18,25)",19,59,34,42,93,38,34,93,58,71,53,29,Orange
"Grid8(19,25)",42,3,88,34,8,73,19,60,83,69,55,22,Orange
"Grid8(20,25)",43,18,42,16,94,61,37,50,75,117,35,90,Orange
"Grid8(21,25)",16,61,83,34,66,82,24,74,22,1,71,73,Orange
"Grid8(22,25)",29,52,95,31,87,56,31,3,3,76,32,3,Orange
"Grid8(23,25)",43,81,94,40,50,28,19,69,83,280,58,15,Orange
"Grid8(24,25)",44,45,3,17,35,10,37,5,11,179,2,21,Orange
"Grid8(25,25)",28,4,71,24,72,23,17,36,20,49,78,86,Orange
"Grid8(26,25)",24,30,87,27,45,33,39,41,98,304,92,3,Orange
"Grid8(0,26)",24,60,33,40,91,14,42,99,73,153,3,5,Orange
"Grid8(1,26)",42,94,25,44,68,41,38,38,69,147,12,86,Orange
"Grid8(2,26)",28,37,57,25,85,96,30,27,93,313,14,31,Orange
"Grid8(3,26)",26,54,81,35,72,39,16,99,24,100,86,11,Orange
"Grid8(4,26)",26,83,18,27,34,6,20,51,91,346,87,71,Orange
"Grid8(5,26)",36,5,26,32,13,47,41,38,0,92,85,91,Orange
"Grid8(6,26)",44,44,33,17,15,77,34,85,52,49,98,76,Orange
"Grid8(7,26)",39,31,82,22,71,54,21,87,43,301,78,56,Orange
"Grid8(8,26)",40,100,9,29,56,69,32,14,36,0,44,48,Orange
"Grid8(9,26)",29,12,14,28,18,81,44,96,13,152,18,88,Orange
"Grid8(10,26)",27,1,73,32,62,60,25,10,73,286,71,37,Orange
"Grid8(11,26)",29,2,93,25,89,80,21,64,75,189,6,73,Orange
"Grid8(12,26)",32,80,48,15,12,87,44,22,8,144,12,85,Orange
"Grid8(13,26)",22,81,10,24,68,33,24,29,49,144,9,11,Orange
"Grid8(14,26)",36,91,52,18,4,60,29,19,33,12,67,10,Orange
"Grid8(15,26)",36,10,71,39,78,53,34,85,0,290,51,86,Orange
"Grid8(16,26)",31,79,54,20,13,50,15,18,85,46,1,56,Orange
"Grid8(17,26)",44,36,8,18,51,28,34,46,35,226,27,14,Orange
"Grid8(18,26)",35,38,83,21,84,91,36,0,89,335,22,77,Orange
"Grid8(19,26)",23,63,73,43,92,25,17,45,81,144,64,32,Orange
"Grid8(20,26)",37,67,96,17,5,34,23,0,51,8,87,23,Orange
"Grid8(21,26)",33,57,8,28,33,32,24,11,52,136,39,0,Orange
"Grid8(22,26)",18,65,1,18,73,29,31,72,6,323,45,53,Orange
"Grid8(23,26)",24,93,80,37,81,19,17,47,49,304,41,15,Orange
"Grid8(24,26)",37,52,59,31,28,90,32,70,61,303,86,35,Orange
"Grid8(25,26)",28,28,47,41,60,46,22,60,44,204,47,11,Orange
"Grid8(26,26)",32,93,19,44,80,60,43,38,67,209,22,66,Orange
"Grid9(0,0)",124,59,76,126,85,98,131,52,50,324,47,74,Bright Green
"Grid9(1,0)",121,87,74,125,73,86,120,88,98,73,93,80,Bright Green
"Grid9(2,0)",125,79,82,130,85,80,121,87,69,62,97,94,Bright Green
"Grid9(3,0)",121,90,67,127,94,98,123,83,85,276,8,70,Bright Green
"Grid9(4,0)",134,50,63,132,67,84,124,82,90,354,19,63,Bright Green
"Grid9(5,0)",122,59,61,129,84,93,126,78,66,105,14,4,Bright Green
"Grid9(6,0)",131,64,62,124,79,98,133,52,80,143,16,14,Bright Green
"Grid9(7,0)",128,78,86,126,76,82,128,61,50,53,58,81,Bright Green
"Grid9(8,0)",124,69,62,131,92,92,122,58,57,95,96,19,Bright Green
"Grid9(9,0)",122,61,99,127,52,61,130,67,70,49,5,13,Bright Green
"Grid9(10,0)",131,74,53,127,63,58,121,51,65,205,39,25,Bright Green
"Grid9(11,0)",124,79,65,121,69,90,121,74,70,118,87,50,Bright Green
"Grid9(12,0)",124,90,69,134,71,57,132,66,88,152,52,89,Bright Green
"Grid9(13,0)",130,94,62,134,80,75,129,85,97,130,20,94,Bright Green
"Grid9(14,0)",133,73,83,129,73,56,124,65,94,114,33,64,Bright Green
"Grid9(15,0)",129,70,93,129,51,58,125,85,82,339,97,48,Bright Green
"Grid9(16,0)",128,73,89,128,92,51,131,65,82,151,87,54,Bright Green
"Grid9(17,0)",126,85,68,132,84,53,127,54,71,182,0,87,Bright Green
"Grid9(18,0)",128,74,69,123,64,73,126,64,58,226,39,14,Bright Green
"Grid9(19,0)",133,58,68,124,53,63,123,74,61,284,11,28,Bright Green
"Grid9(20,0)",131,81,98,127,87,73,128,65,88,166,85,84,Bright Green
"Grid9(21,0)",131,80,96,124,86,81,133,84,79,43,19,100,Bright Green
"Grid9(22,0)",132,86,100,134,55,79,120,65,75,329,47,100,Bright Green
"Grid9(23,0)",131,77,58,125,76,62,121,69,77,27,44,90,Bright Green
"Grid9(24,0)",132,50,92,122,84,71,131,74,87,287,43,53,Bright Green
"Grid9(25,0)",127,93,65,133,88,53,127,86,81,350,52,31,Bright Green
"Grid9(26,0)",130,96,79,123,76,63,126,90,81,143,93,91,Bright Green
"Grid9(27,0)",134,75,93,121,87,98,130,61,75,177,75,97,Bright Green
"Grid9(0,1)",134,88,68,127,60,71,132,56,84,125,15,39,Bright Green
"Grid9(1,1)",134,79,62,132,62,98,124,60,63,37,71,5,Bright Green
"Grid9(2,1)",127,59,58,134,72,85,132,79,97,152,8,39,Bright Green
"Grid9(3,1)",132,95,65,120,100,64,125,93,52,349,16,52,Bright Green
"Grid9(4,1)",120,99,54,134,96,65,121,100,88,259,95,55,Bright Green
"Grid9(5,1)",122,82,76,126,62,56,133,50,83,253,36,60,Bright Green
"Grid9(6,1)",127,77,68,127,56,72,121,72,53,164,54,83,Bright Green
"Grid9(7,1)",124,75,93,131,61,76,121,94,81,12,81,25,Bright Green
"Grid9(8,1)",134,51,99,132,99,74,131,53,78,174,41,51,Bright Green
"Grid9(9,1)",120,97,79,128,85,79,130,99,84,22,80,86,Bright Green
"Grid9(10,1)",123,52,58,131,60,100,131,63,81,133,20,95,Bright Green
"Grid9(11,1)",127,56,60,130,90,71,125,74,60,236,91,53,Bright Green
"Grid9(12,1)",133,66,68,128,74,70,127,52,73,223,79,93,Bright Green
"Grid9(13,1)",122,94,64,134,54,80,132,66,54,232,98,47,Bright Green
"Grid9(14,1)",128,57,93,134,57,96,133,54,61,25,87,57,Bright Green
"Grid9(15,1)",121,54,87,132,79,62,122,79,89,250,89,34,Bright Green
"Grid9(16,1)",125,50,56,127,73,98,120,82,100,113,38,75,Bright Green
"Grid9(17,1)",132,62,81,130,52,74,133,89,52,291,96,65,Bright Green
"Grid9(18,1)",122,80,56,129,79,55,122,56,96,0,89,1,Bright Green
"Grid9(19,1)",134,84,51,128,79,99,124,59,87,71,1,70,Bright Green
"Grid9(20,1)",129,65,88,123,58,57,122,58,98,200,50,76,Bright Green
"Grid9(21,1)",123,92,100,122,92,83,134,54,80,2,43,16,Bright Green
"Grid9(22,1)",122,59,84,126,100,65,133,54,59,283,2,4,Bright Green
"Grid9(23,1)",130,51,93,121,88,92,131,82,53,122,0,50,Bright Green
"Grid9(24,1)",121,96,77,126,60,94,134,55,54,37,79,71,Bright Green
"Grid9(25,1)",131,80,98,121,83,76,134,56,84,98,33,29,Bright Green
"Grid9(26,1)",134,73,54,133,81,76,123,85,81,35,29,67,Bright Green
"Grid9(27,1)",130,78,99,122,92,64,120,69,91,217,36,12,Bright Green
"Grid9(0,2)",126,75,58,121,83,76,131,70,61,90,20,35,Bright Green
"Grid9(1,2)",122,85,89,130,86,82,123,94,60,269,36,3,Bright Green
"Grid9(2,2)",134,54,89,125,93,95,133,79,83,121,98,84,Bright Green
"Grid9(3,2)",121,100,74,121,89,83,134,75,51,323,66,4,Bright Green
"Grid9(4,2)",127,80,85,133,88,69,131,82,69,310,82,77,Bright Green
"Grid9(5,2)",124,79,55,129,54,62,125,52,58,351,88,60,Bright Green
"Grid9(6,2)",126,68,95,127,68,75,132,57,53,337,5,14,Bright Green
"Grid9(7,2)",128,89,70,130,90,56,130,58,50,95,45,85,Bright Green
"Grid9(8,2)",127,64,89,127,56,56,134,63,96,150,70,72,Bright Green
"Grid9(9,2)",126,99,93,131,70,78,131,67,100,91,99,87,Bright Green
"Grid9(10,2)",128,55,50,127,62,78,134,73,62,167,94,17,Bright Green
"Grid9(11,2)",121,75,73,122,62,81,133,62,83,281,37,36,Bright Green
"Grid9(12,2)",125,97,79,121,70,90,123,53,55,120,57,55,Bright Green
"Grid9(13,2)",130,75,68,120,63,66,131,62,75,316,20,61,Bright Green
"Grid9(14,2)",121,89,91,123,75,59,131,95,98,222,38,89,Bright Green
"Grid9(15,2)",124,84,60,121,71,86,130,100,92,55,35,73,Bright Green
"Grid9(16,2)",123,63,93,133,66,57,124,74,54,66,67,59,Bright Green
"Grid9(17,2)",130,69,60,129,63,77,122,84,83,322,38,15,Bright Green
"Grid9(18,2)",132,78,57,124,76,53,131,77,58,240,22,20,Bright Green
"Grid9(19,2)",121,54,53,132,72,82,122,79,66,60,47,27,Bright Green
"Grid9(20,2)",125,81,77,127,69,51,125,70,75,68,36,68,Bright Green
"Grid9(21,2)",130,54,71,122,54,59,128,73,90,210,25,14,Bright Green
"Grid9(22,2)",130,99,52,129,100,81,126,99,84,350,76,60,Bright Green
"Grid9(23,2)",134,77,87,123,97,75,125,51,50,20,29,73,Bright Green
"Grid9(24,2)",129,66,55,130,63,50,122,66,66,297,89,90,Bright Green
"Grid9(25,2)",125,91,87,127,70,86,128,69,59,61,24,6,Bright Green
"Grid9(26,2)",122,68,57,123,64,76,126,82,75,356,60,71,Bright Green
"Grid9(27,2)",124,69,85,120,97,99,125,66,84,39,91,88,Bright Green
"Grid9(0,3)",133,79,60,133,78,94,129,81,52,0,24,79,Bright Green
"Grid9(1,3)",133,69,70,131,50,82,121,81,95,349,87,26,Bright Green
"Grid9(2,3)",129,56,62,127,99,69,133,57,82,57,35,85,Bright Green
"Grid9(3,3)",132,79,83,130,67,80,130,100,75,160,46,52,Bright Green
"Grid9(4,3)",128,60,84,129,63,79,122,76,52,35,39,64,Bright Green
"Grid9(5,3)",130,65,98,126,81,61,124,94,83,61,39,66,Bright Green
"Grid9(6,3)",123,95,77,123,100,60,131,94,69,281,88,81,Bright Green
"Grid9(7,3)",125,81,74,122,57,83,123,94,75,141,98,74,Bright Green
"Grid9(8,3)",123,86,56,134,64,60,128,79,71,5,95,26,Bright Green
"Grid9(9,3)",120,52,93,126,83,58,125,99,59,200,1,41,Bright Green
"Grid9(10,3)",120,87,60,127,63,79,134,84,97,36,87,42,Bright Green
"Grid9(11,3)",124,97,63,125,80,53,134,74,91,321,51,10,Bright Green
"Grid9(12,3)",120,76,79,126,99,70,125,66,87,176,36,57,Bright Green
"Grid9(13,3)",122,73,71,125,63,66,123,78,62,9,98,51,Bright Green
"Grid9(14,3)",126,68,98,132,59,52,125,95,70,203,34,67,Bright Green
"Grid9(15,3)",123,54,64,134,90,62,120,92,92,247,79,25,Bright Green
"Grid9(16,3)",134,75,57,125,92,82,123,77,82,30,93,90,Bright Green
"Grid9(17,3)",133,52,91,123,93,89,128,80,80,148,32,53,Bright Green
"Grid9(18,3)",120,61,69,130,95,60,125,62,56,286,63,11,Bright Green
"Grid9(19,3)",121,70,84,121,92,81,129,60,89,329,51,93,Bright Green
"Grid9(20,3)",131,95,54,127,54,51,133,99,92,196,25,49,Bright Green
"Grid9(21,3)",134,80,91,122,66,70,134,99,90,113,96,49,Bright Green
"Grid9(22,3)",122,76,89,128,81,95,130,89,98,266,54,77,Bright Green
"Grid9(23,3)",120,56,53,127,98,89,126,61,91,287,32,41,Bright Green
"Grid9(24,3)",121,77,51,122,97,100,125,80,53,17,62,55,Bright Green
"Grid9(25,3)",124,69,84,128,73,100,125,55,72,190,65,76,Bright Green
"Grid9(26,3)",129,59,63,131,70,93,126,67,53,351,71,30,Bright Green
"Grid9(27,3)",130,73,86,132,98,60,132,100,81,182,28,4,Bright Green
"Grid9(0,4)",127,55,81,127,75,54,128,89,85,182,0,33,Bright Green
"Grid9(1,4)",127,95,72,124,64,89,125,73,68,155,96,66,Bright Green
"Grid9(2,4)",131,87,92,132,82,86,120,75,66,63,51,60,Bright Green
"Grid9(3,4)",122,69,87,124,71,52,124,72,67,84,40,49,Bright Green
"Grid9(4,4)",120,50,98,131,57,77,129,69,50,284,39,43,Bright Green
"Grid9(5,4)",123,79,89,122,58,81,121,75,57,134,29,9,Bright Green
"Grid9(6,4)",123,84,79,132,73,92,128,71,66,96,42,34,Bright Green
"Grid9(7,4)",128,78,81,123,75,94,128,94,71,184,41,94,Bright Green
"Grid9(8,4)",134,61,56,121,87,80,133,50,63,208,13,98,Bright Green
"Grid9(9,4)",134,65,84,123,55,61,120,54,51,118,9,21,Bright Green
"Grid9(10,4)",134,86,100,131,81,91,124,78,68,238,89,6,Bright Green
"Grid9(11,4)",133,77,86,123,75,91,127,58,62,115,3,4,Bright Green
"Grid9(12,4)",129,91,52,129,95,90,125,88,100,214,34,100,Bright Green
"Grid9(13,4)",129,77,87,128,72,51,129,97,79,70,27,41,Bright Green
"Grid9(14,4)",134,94,67,129,91,63,134,83,68,334,54,86,Bright Green
"Grid9(15,4)",122,68,79,129,67,68,123,59,78,153,16,9,Bright Green
"Grid9(16,4)",134,61,55,128,74,86,128,63,64,315,0,83,Bright Green
"Grid9(17,4)",132,78,96,134,66,89,132,98,72,105,24,86,Bright Green
"Grid9(18,4)",126,59,100,124,57,52,134,67,79,150,99,40,Bright Green
"Grid9(19,4)",132,57,57,127,69,81,129,87,51,322,68,36,Bright Green
"Grid9(20,4)",124,83,85,130,79,55,131,89,53,278,74,50,Bright Green
"Grid9(21,4)",132,85,94,122,86,53,130,97,70,155,44,45,Bright Green
"Grid9(22,4)",133,89,93,132,57,82,131,94,75,289,23,43,Bright Green
"Grid9(23,4)",131,83,76,130,54,77,134,55,72,68,79,51,Bright Green
"Grid9(24,4)",126,58,63,124,58,72,132,81,87,4,93,15,Bright Green
"Grid9(25,4)",131,82,96,127,64,51,127,64,86,232,89,86,Bright Green
"Grid9(26,4)",120,79,63,120,74,77,126,83,91,140,3,42,Bright Green
"Grid9(27,4)",123,90,73,124,91,60,126,74,90,119,50,22,Bright Green
"Grid9(0,5)",129,69,76,128,81,69,121,90,97,80,88,31,Bright Green
"Grid9(1,5)",121,81,91,131,54,63,124,84,60,332,57,93,Bright Green
"Grid9(2,5)",125,81,75,120,76,87,132,96,96,83,11,3,Bright Green
"Grid9(3,5)",125,69,51,121,63,81,120,94,70,260,95,10,Bright Green
"Grid9(4,5)",124,69,83,120,100,84,124,77,93,147,27,98,Bright Green
"Grid9(5,5)",121,89,94,124,85,68,125,87,55,357,34,27,Bright Green
"Grid9(6,5)",128,55,68,133,73,85,131,85,65,149,39,64,Bright Green
"Grid9(7,5)",133,94,60,127,98,60,120,98,55,328,54,57,Bright Green
"Grid9(8,5)",120,75,82,131,100,97,134,92,75,288,23,80,Bright Green
"Grid9(9,5)",127,73,57,132,78,69,133,54,72,61,52,51,Bright Green
"Grid9(10,5)",128,66,100,126,84,71,131,71,97,340,50,72,Bright Green
"Grid9(11,5)",134,63,93,132,73,55,126,91,53,66,81,40,Bright Green
"Grid9(12,5)",132,50,59,124,92,86,122,56,77,241,64,100,Bright Green
"Grid9(13,5)",123,97,100,120,52,77,121,57,82,158,25,23,Bright Green
"Grid9(14,5)",126,94,54,130,98,69,124,64,96,83,30,41,Bright Green
"Grid9(15,5)",132,50,50,122,67,73,134,79,87,236,37,11,Bright Green
"Grid9(16,5)",134,93,99,124,76,67,129,63,92,354,64,88,Bright Green
"Grid9(17,5)",120,98,66,121,61,71,132,56,96,11,40,53,Bright Green
"Grid9(18,5)",131,99,96,134,60,67,124,91,79,4,49,50,Bright Green
"Grid9(19,5)",123,70,73,131,61,100,122,60,87,354,98,50,Bright Green
"Grid9(20,5)",130,91,81,131,87,79,127,51,75,300,43,87,Bright Green
"Grid9(21,5)",128,98,74,134,59,70,131,87,60,179,90,8,Bright Green
"Grid9(22,5)",130,75,50,132,99,78,123,92,79,79,100,53,Bright Green
"Grid9(23,5)",130,91,58,131,74,72,120,68,94,225,17,43,Bright Green
"Grid9(24,5)",130,71,82,126,50,51,133,57,65,144,49,99,Bright Green
"Grid9(25,5)",121,53,76,130,54,78,134,73,55,4,61,62,Bright Green
"Grid9(26,5)",131,92,72,121,89,95,126,99,52,180,23,31,Bright Green
"Grid9(27,5)",124,83,72,121,78,89,125,56,82,360,80,51,Bright Green
"Grid9(0,6)",120,62,67,121,66,58,133,78,84,212,48,74,Bright Green
"Grid9(1,6)",125,73,96,120,59,70,127,57,88,106,97,35,Bright Green
"Grid9(2,6)",132,92,99,122,71,73,121,95,84,7,36,9,Bright Green
"Grid9(3,6)",133,95,77,122,65,80,126,95,61,321,0,10,Bright Green
"Grid9(4,6)",120,59,67,124,84,73,129,89,89,210,34,95,Bright Green
"Grid9(5,6)",132,78,61,124,87,90,125,67,95,133,58,45,Bright Green
"Grid9(6,6)",133,86,55,134,82,92,128,88,57,355,55,10,Bright Green
"Grid9(7,6)",122,87,74,130,61,65,120,93,86,102,41,48,Bright Green
"Grid9(8,6)",125,88,91,133,68,75,124,57,91,261,42,26,Bright Green
"Grid9(9,6)",130,64,58,123,63,63,130,62,70,118,99,75,Bright Green
"Grid9(10,6)",120,66,94,122,61,85,131,96,90,156,98,76,Bright Green
"Grid9(11,6)",131,81,96,130,52,89,124,60,72,176,99,55,Bright Green
"Grid9(12,6)",130,83,75,123,98,53,125,83,62,254,72,49,Bright Green
"Grid9(13,6)",125,62,96,126,87,91,129,52,91,231,81,18,Bright Green
"Grid9(14,6)",122,52,87,128,84,99,134,59,86,90,61,23,Bright Green
"Grid9(15,6)",134,97,55,124,78,76,130,67,85,151,28,8,Bright Green
"Grid9(16,6)",124,70,52,120,78,79,122,93,63,168,30,59,Bright Green
"Grid9(17,6)",130,66,52,124,95,96,126,78,62,39,67,72,Bright Green
"Grid9(18,6)",122,70,82,131,100,90,133,72,60,0,56,46,Bright Green
"Grid9(19,6)",126,55,85,125,72,99,123,65,66,89,94,24,Bright Green
"Grid9(20,6)",129,59,58,131,55,59,123,97,53,208,24,3,Bright Green
"Grid9(21,6)",126,62,89,124,91,94,134,88,85,73,32,13,Bright Green
"Grid9(22,6)",131,85,86,133,62,85,126,92,58,147,80,44,Bright Green
"Grid9(23,6)",129,99,56,134,51,79,133,98,95,262,75,82,Bright Green
