grid,color1_h,color1_s,color1_v,colour_name,color2_h,color2_s,color2_v,colour_name.1,color3_h,color3_s,color3_v,colour_name.2,color4_h,color4_s,color4_v,colour_name.3,repeated_colour
"Grid4(22, 7)",62,81,53,Lawn Green,61,79,57,Lawn Green,59,77,51,Lawn Green,66,86,49,Lawn Green,Lawn Green
"Grid4(22, 10)",77,93,56,Inchworm,86,103,58,Inchworm,94,111,67,Inchworm,78,94,57,Inchworm,Inchworm
"Grid4(22, 11)",37,43,31,Lawn Green,42,48,36,Lawn Green,40,46,34,Lawn Green,36,42,30,Lawn Green,Lawn Green
"Grid4(22, 12)",58,73,44,Lawn Green,45,64,34,Lawn Green,66,81,52,Lawn Green,61,76,47,Lawn Green,Lawn Green
"Grid4(22, 14)",57,50,34,Red,56,49,33,Red,53,46,30,Red,55,48,32,Red,Red
"Grid4(22, 15)",85,107,58,Inchworm,75,91,52,Inchworm,87,109,60,Inchworm,98,120,71,Inchworm,Inchworm
"Grid4(22, 16)",68,81,90,Asparagus,64,78,81,Dollar Bill,64,77,86,Asparagus,63,76,85,Asparagus,Asparagus
"Grid4(22, 17)",74,92,44,Inchworm,77,88,46,Inchworm,74,91,47,Inchworm,67,83,46,Inchworm,Inchworm
"Grid4(22, 19)",102,109,68,Orange,99,106,65,Orange,101,108,67,Orange,96,104,55,Orange,Orange
"Grid4(22, 21)",86,132,145,Dollar Bill,90,136,149,Dollar Bill,93,139,152,Dollar Bill,74,120,133,Dollar Bill,Dollar Bill
"Grid4(22, 22)",80,135,140,Dollar Bill,83,138,143,Dollar Bill,76,126,133,Dollar Bill,78,128,135,Dollar Bill,Dollar Bill
"Grid4(22, 23)",44,58,45,Bright Green,125,175,186,Dollar Bill,64,118,128,Dollar Bill,68,115,123,Dollar Bill,Dollar Bill
"Grid4(22, 24)",80,91,49,Inchworm,87,97,62,Inchworm,67,78,36,Inchworm,73,84,42,Inchworm,Inchworm
"Grid4(22, 25)",61,78,34,Inchworm,62,79,35,Inchworm,60,77,33,Inchworm,64,81,37,Inchworm,Inchworm
"Grid4(22, 26)",60,69,38,Inchworm,55,73,25,Inchworm,61,70,39,Inchworm,58,67,36,Inchworm,Inchworm
"Grid4(22, 27)",63,78,45,Inchworm,58,67,36,Inchworm,54,70,31,Inchworm,59,68,37,Inchworm,Inchworm
"Grid4(22, 28)",65,81,42,Inchworm,52,67,34,Inchworm,62,83,42,Lawn Green,52,74,28,Inchworm,Inchworm
"Grid4(22, 29)",51,67,28,Inchworm,55,71,32,Inchworm,53,69,30,Inchworm,59,75,36,Inchworm,Inchworm
"Grid4(22, 31)",65,69,44,Orange,58,61,42,Orange,60,63,44,Orange,61,64,45,Orange,Orange
"Grid4(22, 32)",49,71,50,Bright Green,35,52,36,Bright Green,39,56,40,Bright Green,39,55,42,Bright Green,Bright Green
"Grid4(22, 33)",34,34,34,black,30,30,30,black,31,31,31,black,32,32,32,black,black
"Grid4(22, 35)",52,71,43,Lawn Green,51,67,30,Inchworm,60,79,47,Lawn Green,76,96,61,Lawn Green,Lawn Green
"Grid4(22, 37)",37,56,26,Lawn Green,28,41,23,Lawn Green,26,39,21,Lawn Green,32,49,30,Lawn Green,Lawn Green
"Grid4(23, 1)",24,35,31,Pastel Green,23,34,30,Pastel Green,28,39,31,Celadon,25,36,32,Pastel Green,Pastel Green
"Grid4(23, 2)",117,133,60,Orange,105,120,51,Orange,99,113,54,Orange,102,114,64,Orange,Orange
"Grid4(23, 3)",37,53,43,Celadon,42,58,48,Celadon,40,56,46,Celadon,34,51,35,Bright Green,Celadon
"Grid4(23, 4)",52,74,53,Bright Green,48,70,49,Bright Green,62,84,63,Bright Green,44,66,45,Bright Green,Bright Green
"Grid4(23, 6)",32,37,31,Lawn Green,25,30,24,Lawn Green,26,31,25,Lawn Green,27,32,26,Lawn Green,Lawn Green
"Grid4(23, 7)",67,89,43,Inchworm,85,107,61,Inchworm,93,111,61,Inchworm,82,99,54,Inchworm,Inchworm
"Grid4(23, 9)",69,88,33,Inchworm,79,96,54,Inchworm,67,84,39,Inchworm,66,87,54,Lawn Green,Inchworm
"Grid4(23, 11)",38,39,34,Orange,42,43,38,Orange,41,42,37,Orange,40,41,36,Orange,Orange
"Grid4(23, 12)",45,63,39,Lawn Green,49,67,43,Lawn Green,42,60,36,Lawn Green,46,64,40,Lawn Green,Lawn Green
"Grid4(23, 13)",67,70,41,Orange,62,67,37,Orange,56,70,37,Inchworm,115,125,65,Orange,Orange
"Grid4(23, 14)",70,60,35,Red,71,61,36,Red,64,53,33,Red,67,56,36,Red,Red
"Grid4(23, 15)",53,76,50,Lawn Green,66,89,63,Lawn Green,54,77,51,Lawn Green,58,81,55,Lawn Green,Lawn Green
"Grid4(23, 16)",48,66,42,Lawn Green,53,71,47,Lawn Green,50,68,44,Lawn Green,47,65,41,Lawn Green,Lawn Green
"Grid4(23, 17)",52,71,41,Lawn Green,57,75,53,Lawn Green,53,72,42,Lawn Green,54,68,45,Lawn Green,Lawn Green
"Grid4(23, 18)",61,78,42,Inchworm,62,79,43,Inchworm,50,70,59,Celadon,65,82,38,Inchworm,Inchworm
"Grid4(23, 19)",88,95,54,Orange,77,84,43,Orange,83,90,49,Orange,84,91,50,Orange,Orange
"Grid4(23, 20)",89,136,144,Dollar Bill,87,134,142,Dollar Bill,90,137,145,Dollar Bill,92,139,147,Dollar Bill,Dollar Bill
"Grid4(23, 22)",79,133,143,Dollar Bill,97,151,161,Dollar Bill,70,124,134,Dollar Bill,87,141,151,Dollar Bill,Dollar Bill
"Grid4(23, 23)",74,120,133,Dollar Bill,73,119,132,Dollar Bill,70,116,129,Dollar Bill,69,115,128,Dollar Bill,Dollar Bill
"Grid4(23, 24)",81,88,46,Orange,82,88,52,Orange,77,84,40,Orange,78,85,41,Orange,Orange
"Grid4(23, 25)",63,80,36,Inchworm,57,83,36,Lawn Green,64,81,37,Inchworm,61,78,34,Inchworm,Inchworm
"Grid4(23, 26)",59,84,42,Lawn Green,57,79,33,Inchworm,57,83,36,Lawn Green,58,84,37,Lawn Green,Lawn Green
"Grid4(23, 27)",46,61,32,Lawn Green,52,67,38,Lawn Green,51,66,37,Lawn Green,57,66,35,Inchworm,Lawn Green
"Grid4(23, 28)",54,70,31,Inchworm,56,72,33,Inchworm,55,71,32,Inchworm,58,74,35,Inchworm,Inchworm
"Grid4(23, 29)",52,68,29,Inchworm,45,61,22,Inchworm,51,67,28,Inchworm,50,66,27,Inchworm,Inchworm
"Grid4(23, 30)",52,75,49,Lawn Green,59,78,48,Lawn Green,53,76,50,Lawn Green,49,67,43,Lawn Green,Lawn Green
"Grid4(23, 32)",54,72,48,Lawn Green,60,78,54,Lawn Green,57,75,51,Lawn Green,55,73,49,Lawn Green,Lawn Green
"Grid4(23, 33)",48,66,44,Lawn Green,37,54,38,Bright Green,41,58,42,Bright Green,46,63,47,Bright Green,Bright Green
"Grid4(23, 36)",14,25,17,Celadon,15,26,18,Celadon,22,33,25,Celadon,56,64,40,Inchworm,Celadon
"Grid4(24, 0)",53,71,47,Lawn Green,62,81,53,Lawn Green,59,77,53,Lawn Green,71,92,51,Lawn Green,Lawn Green
"Grid4(24, 1)",90,108,60,Inchworm,97,116,61,Inchworm,86,104,56,Inchworm,65,85,50,Lawn Green,Inchworm
"Grid4(24, 2)",70,90,55,Lawn Green,83,103,68,Lawn Green,72,92,57,Lawn Green,71,91,56,Lawn Green,Lawn Green
"Grid4(24, 4)",80,97,53,Inchworm,84,101,57,Inchworm,76,92,55,Inchworm,65,82,38,Inchworm,Inchworm
"Grid4(24, 5)",28,34,22,Lawn Green,30,31,26,Orange,32,33,28,Orange,28,29,24,Orange,Orange
"Grid4(24, 6)",29,30,25,Orange,28,29,24,Orange,30,31,26,Orange,39,56,40,Bright Green,Orange
"Grid4(24, 9)",88,106,58,Inchworm,60,77,32,Inchworm,41,53,41,Bright Green,74,96,49,Inchworm,Inchworm
"Grid4(24, 11)",78,96,48,Inchworm,89,107,59,Inchworm,65,86,47,Lawn Green,66,83,41,Inchworm,Inchworm
"Grid4(24, 12)",66,76,39,Inchworm,67,77,40,Inchworm,68,78,41,Inchworm,69,79,45,Inchworm,Inchworm
"Grid4(24, 13)",94,106,56,Orange,118,127,72,Orange,116,125,70,Orange,112,121,66,Orange,Orange
"Grid4(24, 14)",91,75,52,Red,96,81,52,Red,95,80,51,Red,90,74,51,Red,Red
"Grid4(24, 16)",66,85,55,Lawn Green,64,83,53,Lawn Green,65,84,54,Lawn Green,70,90,55,Lawn Green,Lawn Green
"Grid4(24, 18)",55,79,47,Lawn Green,58,82,50,Lawn Green,56,80,48,Lawn Green,41,63,42,Bright Green,Lawn Green
"Grid4(24, 19)",87,135,139,Dollar Bill,85,133,137,Dollar Bill,86,134,138,Dollar Bill,67,76,49,Inchworm,Dollar Bill
"Grid4(24, 20)",81,118,126,Dollar Bill,77,114,122,Dollar Bill,101,139,150,Dollar Bill,83,121,132,Dollar Bill,Dollar Bill
"Grid4(24, 21)",97,144,152,Dollar Bill,78,125,133,Dollar Bill,80,127,135,Dollar Bill,74,121,129,Dollar Bill,Dollar Bill
"Grid4(24, 22)",71,126,131,Dollar Bill,64,119,124,Dollar Bill,70,125,130,Dollar Bill,68,116,120,Dollar Bill,Dollar Bill
"Grid4(24, 23)",67,115,127,Dollar Bill,68,118,125,Dollar Bill,54,83,91,Dollar Bill,39,66,51,Celadon,Dollar Bill
"Grid4(24, 24)",78,85,44,Orange,71,78,37,Orange,83,90,49,Orange,72,79,38,Orange,Orange
"Grid4(24, 25)",60,82,36,Inchworm,69,86,42,Inchworm,67,84,40,Inchworm,58,80,34,Inchworm,Inchworm
"Grid4(24, 26)",67,84,40,Inchworm,55,76,35,Lawn Green,70,87,43,Inchworm,69,86,42,Inchworm,Inchworm
"Grid4(24, 27)",46,70,38,Lawn Green,47,71,39,Lawn Green,49,73,41,Lawn Green,58,82,50,Lawn Green,Lawn Green
"Grid4(24, 28)",55,70,37,Inchworm,56,71,38,Inchworm,54,69,36,Inchworm,57,72,39,Inchworm,Inchworm
"Grid4(24, 29)",54,70,31,Inchworm,55,65,28,Inchworm,53,69,30,Inchworm,57,67,30,Inchworm,Inchworm
"Grid4(24, 30)",56,55,37,Orange,61,61,37,Orange,63,62,44,Orange,61,60,42,Orange,Orange
"Grid4(24, 31)",33,45,31,Lawn Green,32,44,30,Lawn Green,34,46,32,Lawn Green,31,43,29,Lawn Green,Lawn Green
"Grid4(24, 32)",77,93,54,Inchworm,83,99,60,Inchworm,76,92,53,Inchworm,67,82,49,Inchworm,Inchworm
"Grid4(24, 33)",63,81,57,Lawn Green,52,70,46,Lawn Green,71,90,62,Lawn Green,60,78,54,Lawn Green,Lawn Green
"Grid4(24, 34)",62,81,53,Lawn Green,65,84,56,Lawn Green,66,85,57,Lawn Green,45,62,46,Bright Green,Lawn Green
"Grid4(24, 35)",65,80,51,Lawn Green,55,70,41,Lawn Green,66,81,52,Lawn Green,62,77,48,Lawn Green,Lawn Green
"Grid4(24, 36)",54,68,45,Lawn Green,55,69,46,Lawn Green,73,82,51,Inchworm,41,54,36,Lawn Green,Lawn Green
"Grid4(24, 37)",45,58,40,Lawn Green,41,47,35,Lawn Green,44,57,39,Lawn Green,49,62,44,Lawn Green,Lawn Green
"Grid5(0, 0)",109,159,218,Dark Pastel Green,108,154,216,Dark Pastel Green,182,208,245,Dark Pastel Green,109,158,217,Dark Pastel Green,Dark Pastel Green
"Grid5(0, 1)",130,176,210,Asparagus,119,166,212,Asparagus,122,170,208,Asparagus,111,151,210,Dark Pastel Green,Asparagus
"Grid5(0, 2)",141,182,214,Asparagus,142,181,212,Asparagus,138,179,211,Asparagus,136,180,215,Asparagus,Asparagus
"Grid5(0, 3)",144,185,215,Asparagus,144,187,219,Asparagus,134,179,218,Asparagus,143,186,218,Asparagus,Asparagus
"Grid5(0, 4)",146,190,219,Asparagus,144,187,219,Asparagus,155,191,215,Asparagus,145,189,218,Asparagus,Asparagus
"Grid5(0, 5)",156,192,216,Asparagus,151,191,217,Asparagus,152,190,226,Asparagus,150,189,222,Asparagus,Asparagus
"Grid5(0, 6)",160,195,217,Asparagus,160,195,223,Asparagus,161,196,218,Asparagus,158,193,215,Asparagus,Asparagus
"Grid5(0, 7)",158,195,222,Asparagus,157,193,215,Asparagus,158,194,216,Asparagus,155,192,219,Asparagus,Asparagus
"Grid5(0, 8)",155,193,216,Asparagus,154,190,216,Asparagus,156,193,219,Asparagus,157,193,219,Asparagus,Asparagus
"Grid5(0, 9)",146,181,213,Asparagus,147,182,214,Asparagus,161,195,220,Asparagus,158,194,218,Asparagus,Asparagus
"Grid5(0, 10)",166,196,220,Asparagus,168,196,218,Asparagus,247,255,255,Dollar Bill,169,197,219,Asparagus,Asparagus
"Grid5(0, 11)",249,255,255,Dollar Bill,251,255,255,Dollar Bill,252,255,255,Dollar Bill,248,255,255,Dollar Bill,Dollar Bill
"Grid5(0, 12)",249,255,255,Dollar Bill,252,255,255,Dollar Bill,248,255,255,Dollar Bill,182,184,196,Camouflage Green,Dollar Bill
"Grid5(0, 13)",182,196,145,Inchworm,184,196,146,Orange,164,179,136,Inchworm,149,166,124,Inchworm,Inchworm
"Grid5(0, 15)",141,160,114,Inchworm,156,171,130,Inchworm,135,162,111,Lawn Green,154,173,127,Inchworm,Inchworm
"Grid5(0, 17)",133,157,105,Inchworm,131,147,100,Inchworm,152,169,117,Inchworm,131,159,110,Lawn Green,Inchworm
"Grid5(1, 0)",123,167,204,Asparagus,122,166,203,Asparagus,121,165,202,Asparagus,119,163,202,Asparagus,Asparagus
"Grid5(1, 1)",126,169,204,Asparagus,127,170,205,Asparagus,128,171,206,Asparagus,130,173,205,Asparagus,Asparagus
"Grid5(1, 2)",140,179,212,Asparagus,146,183,210,Asparagus,139,178,211,Asparagus,145,182,209,Asparagus,Asparagus
"Grid5(1, 3)",154,189,211,Asparagus,155,190,212,Asparagus,156,191,213,Asparagus,153,188,210,Asparagus,Asparagus
"Grid5(1, 4)",155,191,215,Asparagus,156,192,214,Asparagus,156,192,216,Asparagus,156,191,213,Asparagus,Asparagus
"Grid5(1, 5)",159,194,216,Asparagus,158,193,215,Asparagus,160,195,217,Asparagus,157,192,214,Asparagus,Asparagus
"Grid5(1, 6)",168,196,218,Asparagus,254,255,255,Dollar Bill,168,194,217,Asparagus,165,196,217,Asparagus,Asparagus
"Grid5(1, 16)",181,172,113,Orange,193,189,126,Orange,183,174,115,Orange,190,184,122,Orange,Orange
"Grid5(1, 17)",164,167,100,Orange,185,182,111,Orange,183,174,109,Orange,186,176,107,Orange,Orange
"Grid5(1, 18)",155,155,93,Orange,149,158,95,Orange,132,149,94,Inchworm,142,157,92,Orange,Orange
"Grid5(2, 0)",117,160,195,Asparagus,115,158,193,Asparagus,119,162,197,Asparagus,118,161,196,Asparagus,Asparagus
"Grid5(2, 1)",132,169,198,Asparagus,133,170,199,Asparagus,131,168,197,Asparagus,125,164,197,Asparagus,Asparagus
"Grid5(2, 4)",254,255,255,Dollar Bill,251,255,255,Dollar Bill,252,255,255,Dollar Bill,255,255,255,black,Dollar Bill
"Grid5(2, 6)",190,199,216,Dark Pastel Green,184,192,211,Dark Pastel Green,185,193,212,Dark Pastel Green,255,254,255,Dark Olive Green,Dark Pastel Green
"Grid5(2, 7)",193,201,220,Dark Pastel Green,192,200,219,Dark Pastel Green,195,202,221,Dark Pastel Green,193,200,218,Dark Pastel Green,Dark Pastel Green
"Grid5(2, 10)",134,154,129,Lawn Green,125,139,122,Lawn Green,120,132,108,Lawn Green,161,171,173,Dollar Bill,Lawn Green
"Grid5(2, 11)",254,255,255,Dollar Bill,108,116,93,Inchworm,112,123,93,Inchworm,103,112,85,Inchworm,Inchworm
"Grid5(2, 15)",103,116,90,Lawn Green,94,107,89,Lawn Green,96,99,82,Orange,68,81,61,Lawn Green,Lawn Green
"Grid5(2, 16)",67,77,50,Inchworm,97,107,80,Inchworm,132,142,107,Inchworm,100,111,81,Inchworm,Inchworm
"Grid5(2, 17)",184,175,106,Orange,187,178,109,Orange,175,166,101,Orange,177,168,99,Orange,Orange
"Grid5(2, 18)",184,168,106,Orange,194,180,117,Orange,185,169,107,Orange,191,177,114,Orange,Orange
"Grid5(3, 1)",247,255,255,Dollar Bill,249,255,255,Dollar Bill,248,255,255,Dollar Bill,238,242,253,Dark Pastel Green,Dollar Bill
"Grid5(3, 2)",132,158,185,Dark Pastel Green,254,255,255,Dollar Bill,242,246,255,Dark Pastel Green,158,178,203,Dark Pastel Green,Dark Pastel Green
"Grid5(3, 3)",146,168,191,Dark Pastel Green,139,160,187,Dark Pastel Green,140,161,188,Dark Pastel Green,138,159,186,Dark Pastel Green,Dark Pastel Green
"Grid5(3, 4)",188,201,217,Dark Pastel Green,186,199,215,Dark Pastel Green,156,177,198,Dark Pastel Green,159,180,201,Dark Pastel Green,Dark Pastel Green
"Grid5(3, 5)",176,178,199,Camouflage Green,178,180,201,Camouflage Green,186,175,179,Green,188,192,204,Camouflage Green,Camouflage Green
"Grid5(3, 8)",250,250,252,India Green,110,121,89,Inchworm,105,109,94,Inchworm,78,89,59,Inchworm,Inchworm
"Grid5(3, 11)",255,255,255,black,255,255,253,Orange,128,132,107,Orange,232,232,230,Orange,Orange
"Grid5(3, 12)",86,99,73,Inchworm,85,108,66,Lawn Green,127,144,99,Inchworm,94,113,68,Inchworm,Inchworm
"Grid5(3, 13)",199,212,130,Orange,200,213,131,Orange,198,216,134,Orange,196,213,133,Orange,Orange
"Grid5(3, 14)",204,218,143,Orange,204,217,145,Orange,185,200,117,Orange,180,195,112,Orange,Orange
"Grid5(3, 17)",77,85,72,Lawn Green,55,56,51,Orange,37,39,36,Lawn Green,66,80,55,Lawn Green,Lawn Green
"Grid5(4, 0)",123,152,184,Dark Pastel Green,127,151,179,Dark Pastel Green,132,161,193,Dark Pastel Green,127,156,188,Dark Pastel Green,Dark Pastel Green
"Grid5(4, 1)",128,155,184,Dark Pastel Green,129,156,185,Dark Pastel Green,130,157,186,Dark Pastel Green,131,158,187,Dark Pastel Green,Dark Pastel Green
"Grid5(4, 3)",156,158,181,Camouflage Green,158,160,183,Camouflage Green,155,160,180,Camouflage Green,162,164,187,Camouflage Green,Camouflage Green
"Grid5(4, 6)",219,220,222,Dark Pastel Green,231,232,234,Dark Pastel Green,222,223,225,Dark Pastel Green,217,218,220,Dark Pastel Green,Dark Pastel Green
"Grid5(4, 8)",84,94,60,Inchworm,120,127,94,Orange,106,121,80,Inchworm,87,99,59,Inchworm,Inchworm
"Grid5(4, 9)",143,151,102,Orange,75,93,43,Inchworm,106,122,75,Inchworm,130,153,83,Inchworm,Inchworm
"Grid5(4, 11)",112,128,79,Inchworm,98,114,65,Inchworm,96,116,67,Inchworm,115,134,79,Inchworm,Inchworm
"Grid5(4, 13)",109,136,59,Inchworm,71,91,42,Inchworm,113,139,66,Inchworm,94,110,61,Inchworm,Inchworm
"Grid5(5, 0)",122,149,170,Asparagus,123,148,168,Asparagus,121,148,169,Asparagus,158,179,198,Asparagus,Asparagus
"Grid5(5, 3)",119,117,131,India Green,121,119,130,India Green,118,116,127,India Green,129,126,135,Blue,India Green
"Grid5(5, 6)",233,232,227,Orange,140,141,110,Orange,143,144,112,Orange,180,184,133,Orange,Orange
"Grid5(5, 8)",48,62,49,Bright Green,119,138,82,Inchworm,34,49,16,Inchworm,22,33,0,Inchworm,Inchworm
"Grid5(5, 11)",7,24,16,Pastel Green,123,156,75,Inchworm,102,134,51,Inchworm,49,57,34,Inchworm,Inchworm
"Grid5(5, 13)",116,137,81,Inchworm,126,145,81,Inchworm,134,150,85,Orange,120,139,73,Inchworm,Inchworm
"Grid5(5, 14)",90,102,52,Orange,95,90,52,Orange,36,46,22,Inchworm,150,143,89,Orange,Orange
"Grid5(5, 16)",235,235,237,India Green,233,233,235,India Green,229,227,228,Rifle Green,227,227,229,India Green,India Green
"Grid5(5, 17)",64,72,49,Inchworm,90,99,72,Inchworm,45,53,30,Inchworm,68,76,52,Inchworm,Inchworm
"Grid5(6, 0)",118,123,153,Camouflage Green,122,124,147,Camouflage Green,119,123,152,Camouflage Green,103,102,116,India Green,Camouflage Green
"Grid5(6, 4)",229,227,230,Indigo,239,237,240,Indigo,228,226,229,Indigo,235,233,238,Blue,Indigo
"Grid5(6, 6)",167,177,91,Orange,163,166,85,Orange,71,81,56,Inchworm,136,146,96,Orange,Orange
"Grid5(6, 7)",125,140,75,Orange,176,188,114,Orange,165,181,93,Orange,113,128,63,Orange,Orange
"Grid5(6, 8)",120,135,96,Inchworm,112,130,70,Inchworm,94,116,67,Inchworm,100,120,67,Inchworm,Inchworm
"Grid5(6, 9)",134,168,84,Inchworm,133,167,83,Inchworm,136,165,81,Inchworm,128,165,70,Inchworm,Inchworm
"Grid5(6, 10)",119,156,63,Inchworm,121,158,65,Inchworm,120,157,64,Inchworm,118,155,62,Inchworm,Inchworm
"Grid5(6, 11)",118,158,61,Inchworm,112,152,56,Inchworm,111,151,55,Inchworm,113,152,59,Inchworm,Inchworm
"Grid5(6, 12)",86,105,50,Inchworm,95,112,68,Inchworm,83,108,76,Lawn Green,120,140,81,Inchworm,Inchworm
"Grid5(6, 13)",108,124,59,Orange,79,96,44,Inchworm,40,58,16,Inchworm,99,119,66,Inchworm,Inchworm
"Grid5(6, 14)",123,128,98,Orange,114,130,65,Orange,64,69,37,Orange,109,127,65,Inchworm,Orange
"Grid5(6, 16)",83,81,92,India Green,81,79,92,India Green,88,87,95,India Green,76,74,87,India Green,India Green
"Grid5(6, 17)",82,89,56,Orange,55,60,28,Orange,81,85,70,Inchworm,255,255,250,Orange,Orange
"Grid5(7, 0)",116,122,148,Camouflage Green,113,118,147,Camouflage Green,96,99,130,Camouflage Green,93,97,126,Camouflage Green,Camouflage Green
"Grid5(7, 1)",91,88,95,Blue,92,89,96,Blue,95,92,99,Blue,88,85,92,Blue,Blue
"Grid5(7, 2)",242,241,237,Orange,243,242,238,Orange,243,242,240,Red,241,240,236,Orange,Orange
"Grid5(7, 5)",109,107,58,Orange,139,139,87,Orange,157,153,105,Orange,158,156,105,Orange,Orange
"Grid5(7, 6)",155,150,84,Orange,168,163,99,Orange,153,149,86,Orange,150,149,84,Orange,Orange
"Grid5(7, 7)",150,151,85,Orange,127,142,83,Inchworm,94,115,46,Inchworm,126,149,77,Inchworm,Inchworm
"Grid5(7, 8)",80,100,39,Inchworm,118,137,73,Inchworm,114,135,66,Inchworm,96,119,65,Inchworm,Inchworm
"Grid5(7, 11)",20,37,19,Lawn Green,10,23,13,Bright Green,13,25,15,Bright Green,16,26,17,Bright Green,Bright Green
"Grid5(7, 13)",0,9,0,Bright Green,71,90,58,Lawn Green,86,113,62,Lawn Green,13,30,12,Lawn Green,Lawn Green
"Grid5(7, 14)",44,53,22,Inchworm,40,55,24,Inchworm,62,90,32,Inchworm,66,76,39,Inchworm,Inchworm
"Grid5(7, 16)",0,5,0,Bright Green,0,10,0,Bright Green,0,4,0,Bright Green,34,44,33,Lawn Green,Bright Green
"Grid5(8, 0)",34,29,26,Red,61,84,58,Lawn Green,71,87,58,Lawn Green,82,105,63,Lawn Green,Lawn Green
"Grid5(8, 1)",69,91,53,Lawn Green,90,112,74,Lawn Green,57,82,42,Lawn Green,79,100,59,Lawn Green,Lawn Green
"Grid5(8, 6)",102,131,65,Inchworm,111,126,83,Inchworm,69,84,41,Inchworm,50,63,20,Inchworm,Inchworm
"Grid5(8, 7)",117,117,63,Orange,75,85,50,Inchworm,120,127,76,Orange,67,75,36,Orange,Orange
"Grid5(8, 8)",84,110,62,Lawn Green,0,16,0,Bright Green,0,12,0,Bright Green,0,11,0,Bright Green,Bright Green
"Grid5(8, 10)",0,11,0,Bright Green,0,10,0,Bright Green,0,7,0,Bright Green,13,24,18,Celadon,Bright Green
"Grid5(8, 11)",65,85,50,Lawn Green,0,10,0,Bright Green,46,65,35,Lawn Green,40,60,25,Lawn Green,Lawn Green
"Grid5(8, 12)",0,6,0,Bright Green,0,7,0,Bright Green,6,11,7,Bright Green,0,5,0,Bright Green,Bright Green
"Grid5(8, 15)",0,3,0,Bright Green,0,9,0,Bright Green,0,5,0,Bright Green,0,6,0,Bright Green,Bright Green
"Grid5(8, 16)",0,6,0,Bright Green,0,3,0,Bright Green,0,4,0,Bright Green,0,2,0,Bright Green,Bright Green
"Grid5(8, 17)",0,4,0,Bright Green,0,6,0,Bright Green,0,10,0,Bright Green,0,9,0,Bright Green,Bright Green
"Grid5(8, 18)",0,5,0,Bright Green,0,6,0,Bright Green,0,7,0,Bright Green,0,8,0,Bright Green,Bright Green
"Grid5(9, 0)",95,91,80,Red,145,142,137,Red,194,189,183,Red,194,189,185,Red,Red
"Grid5(9, 1)",60,88,50,Lawn Green,46,72,37,Lawn Green,70,95,63,Lawn Green,64,86,48,Lawn Green,Lawn Green
"Grid5(9, 2)",71,94,65,Lawn Green,85,117,68,Lawn Green,57,84,49,Lawn Green,96,129,84,Lawn Green,Lawn Green
"Grid5(9, 3)",68,101,54,Lawn Green,24,50,11,Lawn Green,87,113,66,Lawn Green,83,110,57,Lawn Green,Lawn Green
"Grid5(9, 6)",72,100,39,Inchworm,58,82,20,Inchworm,82,100,50,Inchworm,98,113,58,Inchworm,Inchworm
"Grid5(9, 7)",87,114,43,Inchworm,110,132,49,Inchworm,62,88,23,Inchworm,98,123,68,Inchworm,Inchworm
"Grid5(9, 8)",0,5,0,Bright Green,0,2,0,Bright Green,0,9,0,Bright Green,0,3,0,Bright Green,Bright Green
"Grid5(9, 9)",0,4,0,Bright Green,0,13,0,Bright Green,0,9,0,Bright Green,0,5,0,Bright Green,Bright Green
"Grid5(9, 11)",0,8,0,Bright Green,0,13,0,Bright Green,0,10,0,Bright Green,0,12,0,Bright Green,Bright Green
"Grid5(9, 12)",42,53,13,Inchworm,20,25,18,Lawn Green,24,31,15,Inchworm,33,40,24,Inchworm,Inchworm
"Grid5(9, 13)",58,64,28,Orange,76,80,43,Orange,64,70,22,Orange,19,23,0,Orange,Orange
"Grid5(9, 15)",0,4,0,Bright Green,0,5,0,Bright Green,0,3,0,Bright Green,0,2,0,Bright Green,Bright Green
"Grid5(9, 16)",0,3,0,Bright Green,1,0,0,black,0,1,0,Bright Green,0,5,0,Bright Green,Bright Green
"Grid5(9, 18)",0,2,0,Bright Green,0,1,0,Bright Green,0,3,0,Bright Green,0,4,0,Bright Green,Bright Green
"Grid6(0, 0)",141,187,246,Dark Pastel Green,142,188,247,Dark Pastel Green,151,192,248,Dark Pastel Green,155,192,245,Dark Pastel Green,Dark Pastel Green
"Grid6(0, 1)",130,185,242,Dark Pastel Green,124,183,243,Dark Pastel Green,142,189,245,Dark Pastel Green,136,187,244,Dark Pastel Green,Dark Pastel Green
"Grid6(0, 2)",123,183,243,Dark Pastel Green,120,182,243,Asparagus,148,191,244,Dark Pastel Green,122,182,242,Dark Pastel Green,Dark Pastel Green
"Grid6(0, 3)",85,175,237,Asparagus,87,175,238,Asparagus,86,176,238,Asparagus,84,174,236,Asparagus,Asparagus
"Grid6(0, 4)",102,164,87,Lawn Green,90,148,71,Lawn Green,93,160,63,Lawn Green,49,119,59,Bright Green,Lawn Green
"Grid6(0, 6)",83,179,239,Asparagus,89,182,241,Asparagus,79,178,237,Asparagus,94,180,239,Asparagus,Asparagus
"Grid6(0, 7)",103,182,238,Asparagus,96,182,239,Asparagus,107,184,240,Asparagus,93,179,238,Asparagus,Asparagus
"Grid6(0, 8)",62,172,233,Asparagus,100,174,235,Asparagus,111,181,240,Asparagus,113,182,239,Asparagus,Asparagus
"Grid6(0, 9)",90,154,80,Lawn Green,105,166,96,Lawn Green,104,168,82,Lawn Green,111,186,217,Asparagus,Lawn Green
